mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kpca__kernel,param_kpca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.44360942840576173,0.08723596604200416,0.04056539535522461,0.009816114556515003,linear,30,"{'kpca__kernel': 'linear', 'kpca__n_components': 30}",1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.975,0.075,1
0.44741523265838623,0.1494855859023782,0.043447041511535646,0.010879428223759275,linear,20,"{'kpca__kernel': 'linear', 'kpca__n_components': 20}",1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.95,0.09999999999999999,2
0.39428985118865967,0.07803338821714723,0.0376338005065918,0.005556797787054621,linear,10,"{'kpca__kernel': 'linear', 'kpca__n_components': 10}",1.0,1.0,1.0,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.925,0.11456439237389601,3
0.4780146360397339,0.13119971983058104,0.047456789016723636,0.011691774039070386,linear,40,"{'kpca__kernel': 'linear', 'kpca__n_components': 40}",0.6,0.8,0.6,0.25,0.5,0.5,1.0,0.75,0.5,0.75,0.625,0.19780040444852484,4
