scaler,best_params,pca_components,train_accuracy,test_accuracy,cv_mean_score,classification_report
StandardScaler,7,103,0.52036,0.3801,0.3677599350929098,"              precision    recall  f1-score   support

           0     0.4281    0.5630    0.4864      1000
           1     0.6718    0.3070    0.4214      1000
           2     0.2479    0.4490    0.3195      1000
           3     0.3020    0.2120    0.2491      1000
           4     0.2613    0.4910    0.3411      1000
           5     0.4728    0.2260    0.3058      1000
           6     0.3536    0.4300    0.3881      1000
           7     0.6465    0.2670    0.3779      1000
           8     0.4467    0.6370    0.5251      1000
           9     0.7228    0.2190    0.3361      1000

    accuracy                         0.3801     10000
   macro avg     0.4554    0.3801    0.3751     10000
weighted avg     0.4554    0.3801    0.3751     10000
"
