mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.0004002809524536133,0.00120084285736084,0.0032011032104492187,0.005880153265772904,3,{'n_neighbors': 3},0.8,0.6,0.6,0.25,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.2202271554554524,1,0.8421052631578947,0.868421052631579,0.8947368421052632,0.8974358974358975,0.8461538461538461,0.8717948717948718,0.7948717948717948,0.8717948717948718,0.8461538461538461,0.8461538461538461,0.857962213225371,0.028377409385796824
0.0012001514434814454,0.002561548109830411,0.00800166130065918,0.01876554390700882,5,{'n_neighbors': 5},0.8,0.6,0.6,0.5,0.75,0.5,1.0,0.5,0.75,1.0,0.7,0.18303005217723126,2,0.868421052631579,0.868421052631579,0.8947368421052632,0.8974358974358975,0.7692307692307693,0.8205128205128205,0.7948717948717948,0.9230769230769231,0.8717948717948718,0.8461538461538461,0.8554655870445345,0.04570975909581102
0.0012002706527709961,0.00183344373482232,0.000800180435180664,0.001600360870361328,9,{'n_neighbors': 9},0.8,0.6,0.8,0.5,0.75,0.75,0.75,0.5,0.5,1.0,0.6950000000000001,0.15724185193516388,3,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7435897435897436,0.7948717948717948,0.7435897435897436,0.7692307692307693,0.8205128205128205,0.7948717948717948,0.7692307692307693,0.7804318488529015,0.022878773002522276
0.0008000612258911132,0.001600122452670337,0.0004001617431640625,0.0012004852294921877,11,{'n_neighbors': 11},0.8,0.6,0.8,0.5,0.75,0.75,0.75,0.5,0.5,1.0,0.6950000000000001,0.15724185193516388,3,0.7368421052631579,0.7368421052631579,0.7631578947368421,0.717948717948718,0.6923076923076923,0.717948717948718,0.7435897435897436,0.7948717948717948,0.8205128205128205,0.717948717948718,0.7441970310391361,0.036904647028932945
0.0007997751235961914,0.0015995503191550615,0.008002209663391113,0.020084972714501388,7,{'n_neighbors': 7},0.8,0.6,0.8,0.25,0.75,0.5,0.75,0.5,0.75,1.0,0.67,0.20024984394500786,5,0.7631578947368421,0.868421052631579,0.8421052631578947,0.8717948717948718,0.8461538461538461,0.8461538461538461,0.7435897435897436,0.8205128205128205,0.7948717948717948,0.8461538461538461,0.8242914979757086,0.041334117980080035
0.0008001327514648438,0.0016002655064818118,0.002000570297241211,0.0020005703199720967,13,{'n_neighbors': 13},0.8,0.6,0.6,0.5,0.75,0.75,0.5,0.5,0.5,1.0,0.65,0.161245154965971,6,0.7631578947368421,0.7368421052631579,0.7631578947368421,0.717948717948718,0.7435897435897436,0.717948717948718,0.717948717948718,0.7948717948717948,0.8205128205128205,0.717948717948718,0.7493927125506072,0.034134247530469744
0.0008000373840332031,0.0016000748000393349,0.0016005992889404296,0.0019603258471246644,15,{'n_neighbors': 15},0.6,0.4,0.6,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.61,0.12609520212918493,7,0.6578947368421053,0.6578947368421053,0.7631578947368421,0.6666666666666666,0.6923076923076923,0.717948717948718,0.6666666666666666,0.717948717948718,0.717948717948718,0.7435897435897436,0.7002024291497976,0.03561199974342515
