Model,Scaler,Train_Accuracy,Test_Accuracy,Training_Time,Report,Best_Params
KPCA_LDA_SVM,MinMaxScaler,0.48925,0.4514,1561.10027718544,"              precision    recall  f1-score   support

           0     0.5259    0.5080    0.5168      1000
           1     0.5009    0.5370    0.5183      1000
           2     0.3723    0.2930    0.3279      1000
           3     0.3095    0.2990    0.3042      1000
           4     0.4353    0.3330    0.3773      1000
           5     0.4032    0.3540    0.3770      1000
           6     0.4209    0.5610    0.4809      1000
           7     0.4718    0.5020    0.4864      1000
           8     0.5523    0.6120    0.5806      1000
           9     0.4854    0.5150    0.4998      1000

    accuracy                         0.4514     10000
   macro avg     0.4478    0.4514    0.4469     10000
weighted avg     0.4478    0.4514    0.4469     10000
",Fixed
