Model,Scaler,Train_Accuracy,Test_Accuracy,Training_Time,Report,Best_Params
KPCA_LDA_KNN,MinMaxScaler,0.55125,0.405,1679.1049251556396,"              precision    recall  f1-score   support

           0     0.4424    0.5110    0.4742      1000
           1     0.4351    0.5030    0.4666      1000
           2     0.2764    0.2910    0.2835      1000
           3     0.2706    0.2950    0.2823      1000
           4     0.3691    0.3130    0.3387      1000
           5     0.3455    0.3040    0.3234      1000
           6     0.4454    0.4530    0.4492      1000
           7     0.4681    0.4180    0.4416      1000
           8     0.5517    0.5340    0.5427      1000
           9     0.4553    0.4280    0.4412      1000

    accuracy                         0.4050     10000
   macro avg     0.4060    0.4050    0.4044     10000
weighted avg     0.4060    0.4050    0.4044     10000
",Fixed
