Model,Scaler,Train_Accuracy,Test_Accuracy,Training_Time,Report,Best_Params
KPCA_LDA_KNN,MinMaxScaler,1.0,0.9655172413793104,0.578906774520874,"              precision    recall  f1-score   support

           0     1.0000    1.0000    1.0000        10
           1     0.9167    1.0000    0.9565        11
           2     1.0000    0.8750    0.9333         8

    accuracy                         0.9655        29
   macro avg     0.9722    0.9583    0.9633        29
weighted avg     0.9684    0.9655    0.9651        29
",Fixed
