Model,Scaler,Train_Accuracy,Test_Accuracy,Training_Time,Report,Best_Params
KPCA_LDA_SVM,MinMaxScaler,0.4594,0.4415,1509.775058746338,"              precision    recall  f1-score   support

           0     0.5267    0.4940    0.5098      1000
           1     0.4639    0.5400    0.4991      1000
           2     0.3244    0.3040    0.3139      1000
           3     0.2981    0.3330    0.3146      1000
           4     0.4184    0.3410    0.3758      1000
           5     0.4102    0.3150    0.3563      1000
           6     0.4502    0.5380    0.4902      1000
           7     0.4725    0.4640    0.4682      1000
           8     0.5555    0.5910    0.5727      1000
           9     0.4853    0.4950    0.4901      1000

    accuracy                         0.4415     10000
   macro avg     0.4405    0.4415    0.4391     10000
weighted avg     0.4405    0.4415    0.4391     10000
",Fixed
