scaler,best_params,pca_components,train_accuracy,test_accuracy,cv_mean_score,classification_report
MinMaxScaler,7,99,0.52044,0.3813,0.36621988309063774,"              precision    recall  f1-score   support

           0     0.4228    0.5720    0.4862      1000
           1     0.6430    0.2990    0.4082      1000
           2     0.2492    0.4500    0.3207      1000
           3     0.2895    0.1870    0.2272      1000
           4     0.2683    0.4920    0.3472      1000
           5     0.4637    0.2300    0.3075      1000
           6     0.3510    0.4300    0.3865      1000
           7     0.6415    0.2720    0.3820      1000
           8     0.4526    0.6440    0.5316      1000
           9     0.7226    0.2370    0.3569      1000

    accuracy                         0.3813     10000
   macro avg     0.4504    0.3813    0.3754     10000
weighted avg     0.4504    0.3813    0.3754     10000
"
